file_id,date_standard,chamber,speaker_full,speaker_last,party,title,is_speech,speech_category,speech_summary,immigration_terms,text_excerpt,text_length
CREC-2018-01-21-CREC-2018-01-21-pt1-PgS396-2,2018-01-21,Senate,Mr. SCHUMER,SCHUMER,D,GOVERNMENT SHUTDOWN,True,border_security,"From the Congressional Record Online through the Government Publishing Office GOVERNMENT SHUTDOWN Mr. SCHUMER. Mr. President, we now enter day 2 of the first real government shutdown ever to take place when one party controlled the Presidency, the House, and the Senate. Under this unified control, i...","immigration, border, wall, daca, dreamer, border security, mexico","
[Congressional Record Volume 164, Number 14 (Sunday, January 21, 2018)]
[Senate]
[Pages S396-S397]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                          GOVERNMENT SHUTDOWN

  Mr. SCHUMER. Mr. President, we now enter day 2 of the first real 
government shutdown ever to take place when one party controlled the 
Presidency, the House, and the Senate. Under this unified control, it 
was the Republicans' job to govern. It was their...",7967
CREC-2018-01-21-CREC-2018-01-21-pt1-PgS397-3,2018-01-21,Senate,Mr. CORNYN,CORNYN,R,CHIP.,True,border_security,"From the Congressional Record Online through the Government Publishing Office FEDERAL REGISTER PRINTING SAVINGS ACT OF 2017 The ACTING PRESIDENT pro tempore. Under the previous order, the Senate will resume consideration of the House message to accompany H.R. 195, which the clerk will report. The bi...","immigration, immigrant, migrant, citizenship, deportation, border, undocumented, wall, daca, dreamer, border security, path to citizenship","
[Congressional Record Volume 164, Number 14 (Sunday, January 21, 2018)]
[Senate]
[Pages S397-S428]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




             FEDERAL REGISTER PRINTING SAVINGS ACT OF 2017

  The ACTING PRESIDENT pro tempore. Under the previous order, the 
Senate will resume consideration of the House message to accompany H.R. 
195, which the clerk will report.
  The bill clerk read as follows:

       House message to accompany H...",267378
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH612-4,2018-01-22,House,Mr. ROKITA,ROKITA,,WE NEED TO KEEP THE GOVERNMENT OPEN,True,border_security,"From the Congressional Record Online through the Government Publishing Office WE NEED TO KEEP THE GOVERNMENT OPEN (Mr. ROKITA asked and was given permission to address the House for 1 minute.) Mr. ROKITA. Mr. Speaker, we have done our job. President Trump is doing his. The House has passed a spendin...","immigrant, migrant, border, wall, border security, amnesty","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H612]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                  WE NEED TO KEEP THE GOVERNMENT OPEN

  (Mr. ROKITA asked and was given permission to address the House for 1 
minute.)
  Mr. ROKITA. Mr. Speaker, we have done our job. President Trump is 
doing his. The House has passed a spending bill that keeps our 
government open, funds our military, and ...",1442
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH612-5,2018-01-22,House,Mr. SCHNEIDER,SCHNEIDER,,SHUTDOWN IS UNNECESSARY CRISIS,True,children,"From the Congressional Record Online through the Government Publishing Office SHUTDOWN IS UNNECESSARY CRISIS (Mr. SCHNEIDER asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. SCHNEIDER. Mr. Speaker, this shutdown is an unnecessary, self- creat...",dreamer,"
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Pages H612-H613]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                     SHUTDOWN IS UNNECESSARY CRISIS

  (Mr. SCHNEIDER asked and was given permission to address the House 
for 1 minute and to revise and extend his remarks.)
  Mr. SCHNEIDER. Mr. Speaker, this shutdown is an unnecessary, self-
created crisis driven by an unwillingness to compromise. The ...",2130
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH612,2018-01-22,House,Mr. BLUMENAUER,BLUMENAUER,,SHARING IN THE FRUSTRATION OF THE AMERICAN PUBLIC,True,children,"From the Congressional Record Online through the Government Publishing Office SHARING IN THE FRUSTRATION OF THE AMERICAN PUBLIC (Mr. BLUMENAUER asked and was given permission to address the House for 1 minute.) Mr. BLUMENAUER. Mr. Speaker, I share the frustration of the American public who overwhelm...",dreamer,"
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H612]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




           SHARING IN THE FRUSTRATION OF THE AMERICAN PUBLIC

  (Mr. BLUMENAUER asked and was given permission to address the House 
for 1 minute.)
  Mr. BLUMENAUER. Mr. Speaker, I share the frustration of the American 
public who overwhelmingly support protecting young DREAMers, 
authorizing the Children's He...",1396
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH613,2018-01-22,Senate,"SHEDDING LIGHT ON THE STORY OF AN ILLEGAL IMMIGRANT ON TRIAL IN 
                               CALIFORNIA",CALIFORNIA,,SHEDDING LIGHT ON THE STORY OF AN ILLEGAL IMMIGRANT ON TRIAL IN,True,general,"From the Congressional Record Online through the Government Publishing Office SHEDDING LIGHT ON THE STORY OF AN ILLEGAL IMMIGRANT ON TRIAL IN CALIFORNIA (Mr. LaMALFA asked and was given permission to address the House for 1 minute.) Mr. LaMALFA. Mr. Speaker, we are now 60 hours into the Schumer shut...","immigration, immigrant, migrant, border","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H613]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




    SHEDDING LIGHT ON THE STORY OF AN ILLEGAL IMMIGRANT ON TRIAL IN 
                               CALIFORNIA

  (Mr. LaMALFA asked and was given permission to address the House for 
1 minute.)
  Mr. LaMALFA. Mr. Speaker, we are now 60 hours into the Schumer 
shutdown only because Senate and House Democrats w...",1659
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH614-3,2018-01-22,House,Ms. FOXX,FOXX,,SCHUMER SHUTDOWN,True,children,"From the Congressional Record Online through the Government Publishing Office SCHUMER SHUTDOWN (Ms. FOXX asked and was given permission to address the House for 1 minute.) Ms. FOXX. Mr. Speaker, during times of strife and stagnation, the most powerful tool we have at our disposal is the power of pra...","immigrant, migrant","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H614]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                            SCHUMER SHUTDOWN

  (Ms. FOXX asked and was given permission to address the House for 1 
minute.)
  Ms. FOXX. Mr. Speaker, during times of strife and stagnation, the 
most powerful tool we have at our disposal is the power of prayer.
  It is with that in mind that I offer my most he...",1379
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH615-3,2018-01-22,Senate,Mr. ROTHFUS,ROTHFUS,,DACA,True,children,"From the Congressional Record Online through the Government Publishing Office DACA (Mr. ROTHFUS asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. ROTHFUS. Mr. Speaker, yesterday, I said, at this podium, that the resolution to the Schumer shut...","border, daca","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H615]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                  DACA

  (Mr. ROTHFUS asked and was given permission to address the House for 
1 minute and to revise and extend his remarks.)
  Mr. ROTHFUS. Mr. Speaker, yesterday, I said, at this podium, that the 
resolution to the Schumer shutdown is simple: Senate Democrats need to 
vote `...",1395
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH615-7,2018-01-22,House,Mr. PERLMUTTER,PERLMUTTER,,Unknown,True,children,"From the Congressional Record Online through the Government Publishing Office WHY CAN'T THE REPUBLICAN MAJORITY PASS A BUDGET? (Mr. PERLMUTTER asked and was given permission to address the House for 1 minute.) Mr. PERLMUTTER. Mr. Speaker, I am going to ask the Speaker: How is it that the Republican ...",dreamer,"
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Pages H615-H616]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




            WHY CAN'T THE REPUBLICAN MAJORITY PASS A BUDGET?

  (Mr. PERLMUTTER asked and was given permission to address the House 
for 1 minute.)
  Mr. PERLMUTTER. Mr. Speaker, I am going to ask the Speaker: How is it 
that the Republican majority, in really less than a month, could pass 
legislation t...",1323
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH616-2,2018-01-22,House,Mr. ESPAILLAT,ESPAILLAT,,THE TRUMP SHUTDOWN,True,children,"From the Congressional Record Online through the Government Publishing Office THE TRUMP SHUTDOWN (Mr. ESPAILLAT asked and was given permission to address the House for 1 minute.) Mr. ESPAILLAT. Mr. Speaker, this is day three of the Trump shutdown. How many more extensions are Republicans going to as...","immigration, dreamer","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H616]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                           THE TRUMP SHUTDOWN

  (Mr. ESPAILLAT asked and was given permission to address the House 
for 1 minute.)
  Mr. ESPAILLAT. Mr. Speaker, this is day three of the Trump shutdown. 
How many more extensions are Republicans going to ask for before 
passing a long-term budget? Yes, as we sp...",1597
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH616-3,2018-01-22,House,Ms. PELOSI,PELOSI,D,GOVERNMENT SHUTDOWN,True,children,"From the Congressional Record Online through the Government Publishing Office GOVERNMENT SHUTDOWN (Ms. PELOSI asked and was given permission to address the House for 1 minute and to revise and extend her remarks.) Ms. PELOSI. Here we are, Mr. Speaker, another day to take a deep breath. As you know, ...",dreamer,"
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H616]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                          GOVERNMENT SHUTDOWN

  (Ms. PELOSI asked and was given permission to address the House for 1 
minute and to revise and extend her remarks.)
  Ms. PELOSI. Here we are, Mr. Speaker, another day to take a deep 
breath. As you know, our responsibility is to pass a budget that meets 
the n...",5741
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH616-4,2018-01-22,House,Mr. RASKIN,RASKIN,,PASS A REAL BUDGET FOR THE AMERICAN PEOPLE,True,children,"From the Congressional Record Online through the Government Publishing Office PASS A REAL BUDGET FOR THE AMERICAN PEOPLE (Mr. RASKIN asked and was given permission to address the House for 1 ] minute and to revise and extend his remarks.) Mr. RASKIN. Mr. Speaker, I represent 88,000 Federal workers i...",dreamer,"
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Pages H616-H617]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




               PASS A REAL BUDGET FOR THE AMERICAN PEOPLE

  (Mr. RASKIN asked and was given permission to address the House for 1

[[Page H617]]

minute and to revise and extend his remarks.)
  Mr. RASKIN. Mr. Speaker, I represent 88,000 Federal workers in the 
Eighth Congressional District of Maryland ...",1662
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH618,2018-01-22,House,Mr. HOYER,HOYER,D,Unknown,True,children,"From the Congressional Record Online through the Government Publishing Office FEDERAL REGISTER PRINTING SAVINGS ACT OF 2017 Mr. McCARTHY. Mr. Speaker, pursuant to the order of the House of today, I call up the bill (H.R. 195) to amend title 44, United States Code, to restrict the distribution of fre...","immigration, daca, dreamer","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Pages H618-H620]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




             FEDERAL REGISTER PRINTING SAVINGS ACT OF 2017

  Mr. McCARTHY. Mr. Speaker, pursuant to the order of the House of 
today, I call up the bill (H.R. 195) to amend title 44, United States 
Code, to restrict the distribution of free printed copies of the 
Federal Register to Members of Congress ...",24344
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH621-2,2018-01-22,House,Mr. HOYER,HOYER,D,LEGISLATIVE PROGRAM,True,children,"From the Congressional Record Online through the Government Publishing Office LEGISLATIVE PROGRAM (Mr. HOYER asked and was given permission to address the House for 1 minute.) Mr. HOYER. Mr. Speaker, I yield to the gentleman from California (Mr. McCarthy), my friend and the majority leader. (Mr. McC...","citizenship, daca, dreamer, path to citizenship","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Pages H621-H622]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                          LEGISLATIVE PROGRAM

  (Mr. HOYER asked and was given permission to address the House for 1 
minute.)
  Mr. HOYER. Mr. Speaker, I yield to the gentleman from California (Mr. 
McCarthy), my friend and the majority leader.
  (Mr. McCARTHY asked and was given permission to revise a...",6568
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH622-2,2018-01-22,House,Mrs. DEMINGS,DEMINGS,,ABSENCE OF LEADERSHIP,True,children,"From the Congressional Record Online through the Government Publishing Office ABSENCE OF LEADERSHIP (Mrs. DEMINGS asked and was given permission to address the House for 1 minute.) Mrs. DEMINGS. Mr. Speaker, as a former police chief, I have seen the effects of good government and I have seen the eff...","immigration, immigrant, migrant","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H622]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                         ABSENCE OF LEADERSHIP

  (Mrs. DEMINGS asked and was given permission to address the House for 
1 minute.)
  Mrs. DEMINGS. Mr. Speaker, as a former police chief, I have seen the 
effects of good government and I have seen the effects of bad 
government, and what we have seen over the l...",1531
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH622-5,2018-01-22,House,Mr. KHANNA,KHANNA,,DREAMERS,True,children,"From the Congressional Record Online through the Government Publishing Office DREAMERS (Mr. KHANNA asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. KHANNA. Mr. Speaker, yesterday, thousands marched in every city across America for racial jus...",dreamer,"
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H622]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                                DREAMERS

  (Mr. KHANNA asked and was given permission to address the House for 1 
minute and to revise and extend his remarks.)
  Mr. KHANNA. Mr. Speaker, yesterday, thousands marched in every city 
across America for racial justice, gender equality, and a moral vision 
of Amer...",1214
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH622,2018-01-22,House,Mr. PAYNE,PAYNE,,REFUSAL TO GOVERN,True,children,"From the Congressional Record Online through the Government Publishing Office REFUSAL TO GOVERN (Mr. PAYNE asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. PAYNE. Mr. Speaker, the chaos Presidency has spawned a chaos Congress. Now that they ...",dreamer,"
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H622]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                           REFUSAL TO GOVERN

  (Mr. PAYNE asked and was given permission to address the House for 1 
minute and to revise and extend his remarks.)
  Mr. PAYNE. Mr. Speaker, the chaos Presidency has spawned a chaos 
Congress. Now that they control the White House as well, they still 
can't gove...",1613
CREC-2018-01-22-CREC-2018-01-22-pt1-PgH623,2018-01-22,House,Mr. RICHMOND,RICHMOND,,FACT-CHECKING THE INACCURACIES,True,legal_status,"From the Congressional Record Online through the Government Publishing Office {time} 1830 FACT-CHECKING THE INACCURACIES (Mr. RICHMOND asked and was given permission to address the House for 1 minute and to revise and extend his remarks.) Mr. RICHMOND. Mr. Speaker, I come to the mike tonight just in...","immigrant, migrant, undocumented, dreamer","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[House]
[Page H623]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                              {time}  1830
                     FACT-CHECKING THE INACCURACIES

  (Mr. RICHMOND asked and was given permission to address the House for 
1 minute and to revise and extend his remarks.)
  Mr. RICHMOND. Mr. Speaker, I come to the mike tonight just in a way 
of fact-checking all of...",1693
CREC-2018-01-22-CREC-2018-01-22-pt1-PgS430-2,2018-01-22,Senate,Mrs. ERNST,ERNST,,IOWA NATIONAL GUARD FEELS EFFECTS OF FEDERAL GOVERNMENT,True,border_security,"From the Congressional Record Online through the Government Publishing Office FEDERAL REGISTER PRINTING SAVINGS ACT OF 2017--Continued The PRESIDING OFFICER. The Senator from Iowa. Mrs. ERNST. Mr. President, I rise today to urge Senate Democratic leadership to end their reckless government shutdown....","immigration, immigrant, migrant, citizenship, deportation, border, undocumented, wall, daca, dreamer, visa, border security, mexico, ice","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[Senate]
[Pages S430-S437]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




        FEDERAL REGISTER PRINTING SAVINGS ACT OF 2017--Continued

  The PRESIDING OFFICER. The Senator from Iowa.
  Mrs. ERNST. Mr. President, I rise today to urge Senate Democratic 
leadership to end their reckless government shutdown.
  It is no secret that over the years I have made clear that I don'...",65508
CREC-2018-01-22-CREC-2018-01-22-pt1-PgS437-2,2018-01-22,Senate,Mr. CORNYN,CORNYN,R,Unknown,True,border_security,"From the Congressional Record Online through the Government Publishing Office FEDERAL REGISTER PRINTING SAVINGS ACT OF 2017--Continued Vote on Motion to Concur with Amendment No. 1917 Mr. McCONNELL. Madam President, I know of no further debate on the motion to concur with amendment. The PRESIDING OF...","immigration, border, border security","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[Senate]
[Pages S437-S438]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




        FEDERAL REGISTER PRINTING SAVINGS ACT OF 2017--Continued


            Vote on Motion to Concur with Amendment No. 1917

  Mr. McCONNELL. Madam President, I know of no further debate on the 
motion to concur with amendment.
  The PRESIDING OFFICER. Is there further debate?
  If not, the question...",4891
CREC-2018-01-22-CREC-2018-01-22-pt1-PgS439-5,2018-01-22,Senate,Mr. MURPHY,MURPHY,,ADDITIONAL STATEMENTS,True,children,"From the Congressional Record Online through the Government Publishing Office ADDITIONAL STATEMENTS ______ REMEMBERING SHAWN BRIMLEY Mr. MURPHY. Mr. President, I wish to pay tribute to my friend, Shawn Brimley. Earlier this month, Shawn was stolen from this world at the tender age of 40, after being...","immigrant, migrant","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[Senate]
[Pages S439-S440]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                         ADDITIONAL STATEMENTS

                                 ______
                                 

                       REMEMBERING SHAWN BRIMLEY

 Mr. MURPHY. Mr. President, I wish to pay tribute to my friend, 
Shawn Brimley. Earlier this month, Shawn was stolen from this worl...",5219
CREC-2018-01-22-CREC-2018-01-22-pt1-PgS440-3,2018-01-22,Senate,EC,EC,,EXECUTIVE AND OTHER COMMUNICATIONS,True,other,"From the Congressional Record Online through the Government Publishing Office EXECUTIVE AND OTHER COMMUNICATIONS The following communications were laid before the Senate, together with accompanying papers, reports, and documents, and were referred as indicated: EC-4102. A communication from the Acti...","border, mexico","
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[Senate]
[Pages S440-S441]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                   EXECUTIVE AND OTHER COMMUNICATIONS

  The following communications were laid before the Senate, together 
with accompanying papers, reports, and documents, and were referred as 
indicated:

        EC-4102. A communication from the Acting Administrator of 
     the Specialty Crops Pro...",13322
CREC-2018-01-22-CREC-2018-01-22-pt1-PgS441,2018-01-22,Senate,POM,POM,,PETITIONS AND MEMORIALS,True,other,From the Congressional Record Online through the Government Publishing Office PETITIONS AND MEMORIALS The following petitions and memorials were laid before the Senate and were referred or ordered to lie on the table as indicated: POM-161. A resolution adopted by the City Council of the City of Rich...,mexico,"
[Congressional Record Volume 164, Number 15 (Monday, January 22, 2018)]
[Senate]
[Page S441]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




                        PETITIONS AND MEMORIALS

  The following petitions and memorials were laid before the Senate and 
were referred or ordered to lie on the table as indicated:

       POM-161. A resolution adopted by the City Council of the 
     City of Richmond, California memorializing its support for...",1229
CREC-2018-01-23-CREC-2018-01-23-pt1-PgS446-7,2018-01-23,Senate,Mr. SCHUMER,SCHUMER,D,DACA.,True,children,"From the Congressional Record Online through the Government Publishing Office DACA, CHIP, and Other Issues Before the Senate Mr. SCHUMER. Mr. President, yesterday the Senate passed a continuing resolution to reopen the government and provide for a 6-year reauthorization of the Children's Health Insu...","immigration, deportation, border, daca, dreamer","
[Congressional Record Volume 164, Number 16 (Tuesday, January 23, 2018)]
[Senate]
[Pages S446-S447]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]



             DACA, CHIP, and Other Issues Before the Senate

  Mr. SCHUMER. Mr. President, yesterday the Senate passed a continuing 
resolution to reopen the government and provide for a 6-year 
reauthorization of the Children's Health Insurance Program. The 
majority leader and I were also able to agre...",6432
CREC-2018-01-23-CREC-2018-01-23-pt1-PgS447-2,2018-01-23,Senate,Ms. WARREN,WARREN,D,Unknown,True,other,"From the Congressional Record Online through the Government Publishing Office EXECUTIVE CALENDAR--Continued The PRESIDING OFFICER. The Senator from Massachusetts. Ms. WARREN. Mr. President, I ask to be recognized to speak in opposition to Governor Powell's nomination to serve as Chair of the Federal...",wall,"
[Congressional Record Volume 164, Number 16 (Tuesday, January 23, 2018)]
[Senate]
[Page S447]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]


                     EXECUTIVE CALENDAR--Continued

  The PRESIDING OFFICER. The Senator from Massachusetts.
  Ms. WARREN. Mr. President, I ask to be recognized to speak in 
opposition to Governor Powell's nomination to serve as Chair of the 
Federal Reserve Bank.
  The PRESIDING OFFICER. The Senator is recogn...",5479
CREC-2018-01-23-CREC-2018-01-23-pt1-PgS448-2,2018-01-23,Senate,Mr. THUNE,THUNE,R,Unknown,True,children,"From the Congressional Record Online through the Government Publishing Office Funding the Government and Tax Reform Mr. THUNE. Mr. President, I am glad that Democrats decided that they needed to reopen the government. The political theater they engaged in over the weekend endangered funding for our ...","immigration, border, visa, border security","
[Congressional Record Volume 164, Number 16 (Tuesday, January 23, 2018)]
[Senate]
[Pages S448-S450]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]



                 Funding the Government and Tax Reform

  Mr. THUNE. Mr. President, I am glad that Democrats decided that they 
needed to reopen the government. The political theater they engaged in 
over the weekend endangered funding for our military, threatened the 
future of the Children's Health In...",16567
CREC-2018-01-23-CREC-2018-01-23-pt1-PgS450,2018-01-23,Senate,Mr. LEE,LEE,,Unknown,True,legal_status,"From the Congressional Record Online through the Government Publishing Office Earmarks Mr. LEE. Mr. President, if you have been following the circus in this town long enough, you probably remember earmarks, the infamous special interest spending provision that party leaders used to sprinkle over unp...",amnesty,"
[Congressional Record Volume 164, Number 16 (Tuesday, January 23, 2018)]
[Senate]
[Pages S450-S452]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]



                                Earmarks

  Mr. LEE. Mr. President, if you have been following the circus in this 
town long enough, you probably remember earmarks, the infamous special 
interest spending provision that party leaders used to sprinkle over 
unpopular legislation, sort of like heavily sub...",19288
CREC-2018-01-23-CREC-2018-01-23-pt1-PgS454,2018-01-23,Senate,Mr. INHOFE,INHOFE,,GDP,True,children,"From the Congressional Record Online through the Government Publishing Office President Paul Kagame Mr. INHOFE. Mr. President, I am going to talk about something different than anyone else has talked about here, and there is a very good reason for it. First of all, to try to establish some credibili...","refugee, wall","
[Congressional Record Volume 164, Number 16 (Tuesday, January 23, 2018)]
[Senate]
[Pages S454-S458]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]



                         President Paul Kagame

  Mr. INHOFE. Mr. President, I am going to talk about something 
different than anyone else has talked about here, and there is a very 
good reason for it.
  First of all, to try to establish some credibility here, I have had 
occasion to spend quite a bit...",37536
CREC-2018-01-23-CREC-2018-01-23-pt1-PgS460-3,2018-01-23,Senate,Ms. WARREN,WARREN,D,EXECUTIVE CALENDAR,True,children,"From the Congressional Record Online through the Government Publishing Office EXECUTIVE CALENDAR The PRESIDING OFFICER. The clerk will report the nomination. The legislative clerk read the nomination of Alex Michael Azar II, of Indiana, to be Secretary of Health and Human Services. The PRESIDING OFF...",border,"
[Congressional Record Volume 164, Number 16 (Tuesday, January 23, 2018)]
[Senate]
[Pages S460-S463]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]


                           EXECUTIVE CALENDAR

  The PRESIDING OFFICER. The clerk will report the nomination.
  The legislative clerk read the nomination of Alex Michael Azar II, of 
Indiana, to be Secretary of Health and Human Services.
  The PRESIDING OFFICER. The Senator from Massachusetts.
  Ms. WARR...",22435
CREC-2018-01-23-CREC-2018-01-23-pt1-PgS469,2018-01-23,Senate,SENATE RESOLUTION,RESOLUTION,,THOSE INDIVIDUALS WHO HAVE FAITHFULLY SERVED AND RETIRED FROM THE ARMED,True,other,"From the Congressional Record Online through the Government Publishing Office SENATE RESOLUTION 377--RECOGNIZING THE IMPORTANCE OF PAYING TRIBUTE TO THOSE INDIVIDUALS WHO HAVE FAITHFULLY SERVED AND RETIRED FROM THE ARMED FORCES OF THE UNITED STATES, DESIGNATING APRIL 18, 2018, AS ``MILITARY RETIREE ...",citizenship,"
[Congressional Record Volume 164, Number 16 (Tuesday, January 23, 2018)]
[Senate]
[Page S469]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




SENATE RESOLUTION 377--RECOGNIZING THE IMPORTANCE OF PAYING TRIBUTE TO 
THOSE INDIVIDUALS WHO HAVE FAITHFULLY SERVED AND RETIRED FROM THE ARMED 
FORCES OF THE UNITED STATES, DESIGNATING APRIL 18, 2018, AS ``MILITARY 
 RETIREE APPRECIATION DAY'', AND ENCOURAGING THE PEOPLE OF THE UNITED 
STATES TO HONOR THE P...",2835
CREC-2018-01-23-CREC-2018-01-23-pt1-PgS470,2018-01-23,Senate,SENATE RESOLUTION,RESOLUTION,,DEDICATION TO FEDERAL EMPLOYEES OF AND CONTINUED SERVICE BY,True,other,From the Congressional Record Online through the Government Publishing Office ] SENATE RESOLUTION 378--CONGRATULATING THE NATIONAL TREASURY EMPLOYEES UNION ON ITS 80TH ANNIVERSARY AND COMMENDING THE DEDICATION TO FEDERAL EMPLOYEES OF AND CONTINUED SERVICE BY THE NATIONAL TREASURY EMPLOYEES UNION AND...,border,"
[Congressional Record Volume 164, Number 16 (Tuesday, January 23, 2018)]
[Senate]
[Page S470]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]




[[Page S470]]

      SENATE RESOLUTION 378--CONGRATULATING THE NATIONAL TREASURY 
      EMPLOYEES UNION ON ITS 80TH ANNIVERSARY AND COMMENDING THE 
      DEDICATION TO FEDERAL EMPLOYEES OF AND CONTINUED SERVICE BY 
     THE NATIONAL TREASURY EMPLOYEES UNION AND THE MEMBERS OF THE 
                   NATIONAL...",4083
CREC-2018-01-24-CREC-2018-01-24-pt1-PgS478-5,2018-01-24,Senate,Mr. DURBIN,DURBIN,D,DACA,True,border_security,"From the Congressional Record Online through the Government Publishing Office DACA Mr. DURBIN. Mr. President, we have 14 days, by our own established deadline, to do something about the Dreamers issue--about DACA. Why do we find ourselves at this place? Because on September 5 of last year, President...","immigration, deportation, border, asylum, undocumented, wall, daca, dreamer, visa, border security, mexico","
[Congressional Record Volume 164, Number 17 (Wednesday, January 24, 2018)]
[Senate]
[Pages S478-S479]
From the Congressional Record Online through the Government Publishing Office [www.gpo.gov]



                                  DACA

  Mr. DURBIN. Mr. President, we have 14 days, by our own established 
deadline, to do something about the Dreamers issue--about DACA.
  Why do we find ourselves at this place? Because on September 5 of 
last year, President Trump, as well as Attorney General Ses...",13214
